,Model##other##,Description##other##,Left Storage Tower##other##,Right Storage Tower##other##,Has Double Doors##other##
"Left Upper Wardrobe & Box/Box/File Pedestal,Right Full Wardrobe, Double Doors",ZXOS108747DD4N,"Stor Wall w/R Stor Int,108""wx74""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs,Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,1
"Left Upper Wardrobe & Box/Box/File Pedestal,Right Upper Wardrobe & Lower Door, Double Doors",ZXOS108747DD5N,"Stor Wall w/R Stor Int,108""wx74""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1
"Left Upper Wardrobe & Box/Box/File Pedestal,Right Upper Wardrobe & File File Pedestal, Double Doors",ZXOS108747DD6N,"Stor Wall w/R Stor Int,108""wx74""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1
"Left Upper Wardrobe & Box/Box/File Pedestal,Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXOS108747DD7N,"Stor Wall w/R Stor Int,108""wx74""h,Up Wdrb & BBF Ped-L Twr Stor,Dbl Drs,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1
"Left Upper Wardrobe & Box/Box/File Pedestal,Right Upper Shelves & Lower Door, File File ",ZXOS108747FF1N,"Stor Wall w/R Stor Int,108""wx74""h,Up Wdrb & BBF Ped-L Twr Stor,FF,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0
"Left Upper Wardrobe & Box/Box/File Pedestal,Right Upper Shelves & File File Pedestal, File File",ZXOS108747FF2N,"Stor Wall w/R Stor Int,108""wx74""h,Up Wdrb & BBF Ped-L Twr Stor,FF,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0
"Left Upper Wardrobe & Box/Box/File Pedestal,Right Upper Shelves & Box Box File Pedestal, File File",ZXOS108747FF3N,"Stor Wall w/R Stor Int,108""wx74""h,Up Wdrb & BBF Ped-L Twr Stor,FF,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0
"Left Upper Wardrobe & Box/Box/File Pedestal,Right Full Wardrobe, File File",ZXOS108747FF4N,"Stor Wall w/R Stor Int,108""wx74""h,Up Wdrb & BBF Ped-L Twr Stor,FF,Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,0
"Left Upper Wardrobe & Box/Box/File Pedestal,Right Upper Wardrobe & Lower Door, File File ",ZXOS108747FF5N,"Stor Wall w/R Stor Int,108""wx74""h,Up Wdrb & BBF Ped-L Twr Stor,FF,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0
"Left Upper Wardrobe & Box/Box/File Pedestal,Right Upper Wardrobe & File File Pedestal, File File",ZXOS108747FF6N,"Stor Wall w/R Stor Int,108""wx74""h,Up Wdrb & BBF Ped-L Twr Stor,FF,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0
"Left Upper Wardrobe & Box/Box/File Pedestal,Right Upper Wardrobe & Box Box File Pedestal, File File",ZXOS108747FF7N,"Stor Wall w/R Stor Int,108""wx74""h,Up Wdrb & BBF Ped-L Twr Stor,FF,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0
