,Model##other##,Description##other##,Left Storage Tower##other##,Right Storage Tower##other##,Has Left Double Doors##other##,Has Right Double Doors##other##
"Left Upper Shelves & File File Pedestal, File File, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108742FFFF3N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,0
"Left Upper Shelves & File File Pedestal, File File, Right Full Wardrobe, File File",ZXDS108742FFFF4N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,0,0
"Left Upper Shelves & File File Pedestal, File File, Right Upper Wardrobe & Lower Door, File File",ZXDS108742FFFF5N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,0
"Left Upper Shelves & File File Pedestal, File File, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108742FFFF6N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,0
"Left Upper Shelves & File File Pedestal, File File, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108742FFFF7N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & Lower Door, Double Doors",ZXDS108743DDDD1N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108743DDDD2N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108743DDDD3N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Full Wardrobe, Double Doors",ZXDS108743DDDD4N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108743DDDD5N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108743DDDD6N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108743DDDD7N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & Lower Door, File File",ZXDS108743DDFF1N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & File File Pedestal, File File",ZXDS108743DDFF2N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108743DDFF3N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Full Wardrobe, File File",ZXDS108743DDFF4N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Lower Door, File File",ZXDS108743DDFF5N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108743DDFF6N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108743DDFF7N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & Lower Door, Double Doors",ZXDS108743FFDD1N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108743FFDD2N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108743FFDD3N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Full Wardrobe, Double Doors",ZXDS108743FFDD4N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108743FFDD5N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108743FFDD6N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108743FFDD7N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & Lower Door, File File",ZXDS108743FFFF1N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & File File Pedestal, File File",ZXDS108743FFFF2N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108743FFFF3N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Full Wardrobe, File File",ZXDS108743FFFF4N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & Lower Door, File File",ZXDS108743FFFF5N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108743FFFF6N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108743FFFF7N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,0
"Left Full Wardrobe, Double Doors, Right Upper Shelves & Lower Door, Double Doors",ZXDS108744DDDD1N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,1
"Left Full Wardrobe, Double Doors, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108744DDDD2N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,1
"Left Full Wardrobe, Double Doors, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108744DDDD3N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,1
"Left Full Wardrobe, Double Doors, Right Full Wardrobe, Double Doors",ZXDS108744DDDD4N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Full Wardrobe,1,1
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108744DDDD5N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,1
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108744DDDD6N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,1
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108744DDDD7N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,1
"Left Full Wardrobe, Double Doors, Right Upper Shelves & Lower Door, File File",ZXDS108744DDFF1N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,0
"Left Full Wardrobe, Double Doors, Right Upper Shelves & File File Pedestal, File File",ZXDS108744DDFF2N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,0
"Left Full Wardrobe, Double Doors, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108744DDFF3N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,0
"Left Full Wardrobe, Double Doors, Right Full Wardrobe, File File",ZXDS108744DDFF4N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Full Wardrobe,1,0
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & Lower Door, File File",ZXDS108744DDFF5N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,0
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108744DDFF6N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,0
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108744DDFF7N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,0
"Left Full Wardrobe, File File, Right Upper Shelves & Lower Door, Double Doors",ZXDS108744FFDD1N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,1
"Left Full Wardrobe, File File, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108744FFDD2N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,1
"Left Full Wardrobe, File File, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108744FFDD3N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,1
"Left Full Wardrobe, File File, Right Full Wardrobe, Double Doors",ZXDS108744FFDD4N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Full Wardrobe,0,1
"Left Full Wardrobe, File File, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108744FFDD5N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,1
"Left Full Wardrobe, File File, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108744FFDD6N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,1
"Left Full Wardrobe, File File, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108744FFDD7N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,1
"Left Full Wardrobe, File File, Right Upper Shelves & Lower Door, File File",ZXDS108744FFFF1N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,0
"Left Full Wardrobe, File File, Right Upper Shelves & File File Pedestal, File File",ZXDS108744FFFF2N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,0
"Left Full Wardrobe, File File, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108744FFFF3N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,0
"Left Full Wardrobe, File File, Right Full Wardrobe, File File",ZXDS108744FFFF4N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Full Wardrobe,0,0
"Left Full Wardrobe, File File, Right Upper Wardrobe & Lower Door, File File",ZXDS108744FFFF5N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,0
"Left Full Wardrobe, File File, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108744FFFF6N,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/o Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,0
