,Model##other##,Description##other##,Left Storage Tower##other##,Right Storage Tower##other##,Has Left Double Doors##other##,Has Right Double Doors##other##
"Left Upper Shelves & File File Pedestal, File File, Right Upper Shelves & Lower Door, File File",ZXDS108742FFFF1L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,0
"Left Upper Shelves & File File Pedestal, File File, Right Upper Shelves & File File Pedestal, File File",ZXDS108742FFFF2L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,0
"Left Upper Shelves & File File Pedestal, File File, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108742FFFF3L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,0
"Left Upper Shelves & File File Pedestal, File File, Right Full Wardrobe, File File",ZXDS108742FFFF4L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,0,0
"Left Upper Shelves & File File Pedestal, File File, Right Upper Wardrobe & Lower Door, File File",ZXDS108742FFFF5L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,0
"Left Upper Shelves & File File Pedestal, File File, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108742FFFF6L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,0
"Left Upper Shelves & File File Pedestal, File File, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108742FFFF7L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & FF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & Lower Door, Double Doors",ZXDS108743DDDD1L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108743DDDD2L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108743DDDD3L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Full Wardrobe, Double Doors",ZXDS108743DDDD4L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108743DDDD5L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108743DDDD6L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108743DDDD7L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,1
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & Lower Door, File File",ZXDS108743DDFF1L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & File File Pedestal, File File",ZXDS108743DDFF2L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108743DDFF3L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Full Wardrobe, File File",ZXDS108743DDFF4L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Lower Door, File File",ZXDS108743DDFF5L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108743DDFF6L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,0
"Left Upper Shelves & Box Box File Pedestal, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108743DDFF7L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & Lower Door, Double Doors",ZXDS108743FFDD1L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108743FFDD2L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108743FFDD3L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Full Wardrobe, Double Doors",ZXDS108743FFDD4L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108743FFDD5L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108743FFDD6L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108743FFDD7L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,1
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & Lower Door, File File",ZXDS108743FFFF1L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & File File Pedestal, File File",ZXDS108743FFFF2L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108743FFFF3L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Full Wardrobe, File File",ZXDS108743FFFF4L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Full Wardrobe,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & Lower Door, File File",ZXDS108743FFFF5L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108743FFFF6L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,0
"Left Upper Shelves & Box Box File Pedestal, File File, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108743FFFF7L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Up Shlvs & BBF Ped-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,0
"Left Full Wardrobe, Double Doors, Right Upper Shelves & Lower Door, Double Doors",ZXDS108744DDDD1L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,1
"Left Full Wardrobe, Double Doors, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108744DDDD2L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,1
"Left Full Wardrobe, Double Doors, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108744DDDD3L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,1
"Left Full Wardrobe, Double Doors, Right Full Wardrobe, Double Doors",ZXDS108744DDDD4L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Full Wardrobe,1,1
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108744DDDD5L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,1
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108744DDDD6L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,1
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108744DDDD7L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,1
"Left Full Wardrobe, Double Doors, Right Upper Shelves & Lower Door, File File",ZXDS108744DDFF1L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,1,0
"Left Full Wardrobe, Double Doors, Right Upper Shelves & File File Pedestal, File File",ZXDS108744DDFF2L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,1,0
"Left Full Wardrobe, Double Doors, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108744DDFF3L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,1,0
"Left Full Wardrobe, Double Doors, Right Full Wardrobe, File File",ZXDS108744DDFF4L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Full Wardrobe,1,0
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & Lower Door, File File",ZXDS108744DDFF5L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,1,0
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & File File Pedestal, File File",ZXDS108744DDFF6L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,1,0
"Left Full Wardrobe, Double Doors, Right Upper Wardrobe & Box Box File Pedestal, File File",ZXDS108744DDFF7L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,Dbl Drs-L Int Stor,FF-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,1,0
"Left Full Wardrobe, File File, Right Upper Shelves & Lower Door, Double Doors",ZXDS108744FFDD1L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,1
"Left Full Wardrobe, File File, Right Upper Shelves & File File Pedestal, Double Doors",ZXDS108744FFDD2L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,1
"Left Full Wardrobe, File File, Right Upper Shelves & Box Box File Pedestal, Double Doors",ZXDS108744FFDD3L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,1
"Left Full Wardrobe, File File, Right Full Wardrobe, Double Doors",ZXDS108744FFDD4L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Full Wardrobe,0,1
"Left Full Wardrobe, File File, Right Upper Wardrobe & Lower Door, Double Doors",ZXDS108744FFDD5L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,1
"Left Full Wardrobe, File File, Right Upper Wardrobe & File File Pedestal, Double Doors",ZXDS108744FFDD6L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & File/File Pedestal,0,1
"Left Full Wardrobe, File File, Right Upper Wardrobe & Box Box File Pedestal, Double Doors",ZXDS108744FFDD7L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,Dbl Drs-R Int Stor,Up Wdrb & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Box/Box/File Pedestal,0,1
"Left Full Wardrobe, File File, Right Upper Shelves & Lower Door, File File",ZXDS108744FFFF1L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Lower Door,0,0
"Left Full Wardrobe, File File, Right Upper Shelves & File File Pedestal, File File",ZXDS108744FFFF2L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & FF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & File/File Pedestal,0,0
"Left Full Wardrobe, File File, Right Upper Shelves & Box Box File Pedestal, File File",ZXDS108744FFFF3L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & BBF Ped-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Shelves & Box/Box/File Pedestal,0,0
"Left Full Wardrobe, File File, Right Full Wardrobe, File File",ZXDS108744FFFF4L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Shlvs & Full Wdrb-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Full Wardrobe,0,0
"Left Full Wardrobe, File File, Right Upper Wardrobe & Lower Door, File File",ZXDS108744FFFF5L,"Stor Wall w/Dbl Stor Int,108""wx74""h,Full Wdrb-L Twr Stor,FF-L Int Stor,FF-R Int Stor,Up Wdrb & Low Dr-R Twr Stor,w/Light",Storage-Unit-Teknion-Tower : Full Wardrobe,Storage-Unit-Teknion-Tower : Upper Wardrobe & Lower Door,0,0
